,address,datetime,mint,maxt,temp,dew,humidity,heatindex,wspd,wgust,wdir,windchill,precip,precipcover,snowdepth,visibility,cloudcover,sealevelpressure,weathertype,latitude,longitude,resolvedAddress,name,info,conditions,airportName
159,"33.6367,-84.428101",06/09/2019,70.1,80.1,74.3,68.9,83.71,83.2,10.3,,123.71,,0.05,16.67,0.0,7.8,80.0,1011.9,"Mist, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
160,"33.6367,-84.428101",06/10/2019,72.0,83.0,76.6,70.0,80.33,88.2,12.7,23.0,239.38,,0.02,29.17,0.0,9.4,65.1,1013.9,"Lightning Without Thunder, Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
161,"33.6367,-84.428101",06/11/2019,66.8,86.0,75.9,64.3,68.17,88.2,13.8,,212.04,,0.22,25.0,0.0,9.7,52.3,1015.5,"Lightning Without Thunder, Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
162,"33.6367,-84.428101",06/12/2019,66.8,73.1,69.9,61.7,75.2,,16.1,19.7,82.92,,0.02,8.33,0.0,9.9,87.3,1014.3,"Lightning Without Thunder, Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
163,"33.6367,-84.428101",06/13/2019,65.0,80.0,71.8,56.3,61.68,79.5,18.3,24.1,263.63,,0.0,0.0,0.0,8.6,49.7,1015.1,Light Drizzle,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
164,"33.6367,-84.428101",06/14/2019,61.0,80.9,71.6,48.9,46.79,79.8,10.2,,197.43,,0.0,0.0,0.0,9.9,43.1,1020.7,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
165,"33.6367,-84.428101",06/15/2019,62.9,83.9,74.9,59.5,59.61,84.6,11.4,16.1,153.54,,0.0,0.0,0.0,9.9,51.6,1019.8,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
166,"33.6367,-84.428101",06/16/2019,69.1,89.0,79.8,65.3,62.36,91.5,12.7,17.2,190.38,,0.0,0.0,0.0,9.9,45.6,1016.7,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
167,"33.6367,-84.428101",06/17/2019,71.9,89.1,81.0,67.3,64.24,92.6,14.9,17.2,221.42,,0.0,12.5,0.0,9.9,51.7,1016.1,"Lightning Without Thunder, Mist, Light Drizzle, Rain, Thunderstorm, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
168,"33.6367,-84.428101",06/18/2019,71.9,82.7,76.4,69.7,80.44,86.9,11.4,,176.71,,0.13,33.33,0.0,9.8,63.1,1014.7,"Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
169,"33.6367,-84.428101",06/19/2019,71.0,87.2,77.6,69.6,77.21,92.9,14.1,34.4,239.17,,0.17,8.33,0.0,9.4,66.1,1010.9,"Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
170,"33.6367,-84.428101",06/20/2019,74.0,87.1,79.4,68.4,70.38,91.5,19.6,28.8,247.5,,0.0,20.83,0.0,9.8,54.5,1010.4,"Lightning Without Thunder, Rain, Fog, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
171,"33.6367,-84.428101",06/21/2019,70.1,91.1,81.4,67.9,65.02,95.2,12.7,24.2,270.08,,0.0,0.0,0.0,9.9,40.3,1015.4,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
172,"33.6367,-84.428101",06/22/2019,71.0,91.0,79.5,67.7,67.96,96.0,16.1,39.1,247.13,,0.02,8.33,0.0,9.7,57.2,1017.4,"Lightning Without Thunder, Thunderstorm, Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
173,"33.6367,-84.428101",06/23/2019,68.0,89.0,77.1,67.9,73.9,95.2,11.4,57.3,230.0,,0.96,16.67,0.0,9.6,50.9,1017.0,"Lightning Without Thunder, Mist, Thunderstorm, Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
174,"33.6367,-84.428101",06/24/2019,71.1,88.1,77.9,69.5,76.73,94.8,21.8,51.6,199.0,,0.28,16.67,0.0,9.6,53.9,1013.9,"Lightning Without Thunder, Mist, Rain, Thunderstorm, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
175,"33.6367,-84.428101",06/25/2019,71.0,86.0,77.9,66.7,70.06,88.7,13.8,,286.25,,0.0,0.0,0.0,9.9,51.9,1017.1,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
176,"33.6367,-84.428101",06/26/2019,71.9,87.2,77.9,66.3,68.86,90.7,9.1,,270.58,,0.0,0.0,0.0,9.9,65.4,1020.8,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
177,"33.6367,-84.428101",06/27/2019,73.1,87.2,80.0,67.1,66.58,88.6,10.3,,164.58,,0.0,0.0,0.0,9.9,67.2,1021.4,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
178,"33.6367,-84.428101",06/28/2019,71.0,88.1,80.4,64.2,59.35,89.9,13.8,21.9,98.96,,0.0,0.0,0.0,9.9,47.5,1021.2,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
179,"33.6367,-84.428101",06/29/2019,73.1,84.8,78.8,68.4,71.08,88.1,11.4,,130.75,,0.03,4.17,0.0,9.9,63.0,1020.3,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
180,"33.6367,-84.428101",06/30/2019,73.1,89.9,80.9,68.6,68.19,94.0,11.3,,263.46,,0.0,0.0,0.0,9.9,53.3,1017.6,"Lightning Without Thunder, Mist",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
181,"33.6367,-84.428101",07/01/2019,74.0,92.0,83.5,68.4,62.25,96.3,16.0,20.8,290.21,,0.0,0.0,0.0,9.9,34.1,1016.1,Lightning Without Thunder,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
182,"33.6367,-84.428101",07/02/2019,75.8,93.8,85.4,68.7,59.34,96.5,10.3,18.3,297.21,,0.0,0.0,0.0,9.9,26.9,1014.9,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
183,"33.6367,-84.428101",07/03/2019,75.8,91.1,83.6,69.0,62.68,93.9,11.4,,304.58,,0.0,0.0,0.0,9.9,68.0,1014.5,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
184,"33.6367,-84.428101",07/04/2019,77.0,95.0,84.5,69.3,62.09,98.9,10.3,20.8,275.75,,0.0,0.0,0.0,9.9,63.0,1015.8,"Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
185,"33.6367,-84.428101",07/05/2019,74.0,92.0,81.3,71.0,72.18,99.8,18.2,23.0,138.13,,0.41,25.0,0.0,8.7,59.9,1018.1,"Lightning Without Thunder, Mist, Thunderstorm, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
186,"33.6367,-84.428101",07/06/2019,73.1,92.0,82.0,70.8,71.06,99.8,9.1,,181.96,,0.0,8.33,0.0,9.1,48.1,1017.0,"Mist, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
187,"33.6367,-84.428101",07/07/2019,74.9,88.0,81.7,71.5,72.11,94.8,11.3,,243.38,,0.0,16.67,0.0,9.9,56.2,1013.1,"Lightning Without Thunder, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
188,"33.6367,-84.428101",07/08/2019,74.0,89.9,81.4,71.5,73.3,96.3,18.1,33.3,242.83,,0.09,8.33,0.0,9.4,49.5,1011.3,"Mist, Thunderstorm",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
189,"33.6367,-84.428101",07/09/2019,75.8,91.1,83.7,72.9,70.79,100.4,17.1,23.0,88.25,,0.0,4.17,0.0,9.9,50.2,1013.9,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
190,"33.6367,-84.428101",07/10/2019,75.8,91.1,83.3,70.7,67.28,96.2,14.9,,98.38,,0.0,4.17,0.0,9.7,54.9,1015.6,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
191,"33.6367,-84.428101",07/11/2019,75.8,89.9,82.2,72.1,72.45,97.2,14.9,,155.58,,0.0,20.83,0.0,9.6,57.2,1013.4,"Lightning Without Thunder, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
192,"33.6367,-84.428101",07/12/2019,74.9,92.0,82.7,70.2,67.52,97.2,11.4,32.2,202.83,,0.0,25.0,0.0,9.8,56.2,1013.5,"Lightning Without Thunder, Mist, Rain, Thunderstorm, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
193,"33.6367,-84.428101",07/13/2019,74.0,88.1,79.2,69.7,73.53,93.7,12.7,34.4,251.21,,0.0,4.17,0.0,9.8,54.7,1018.1,"Lightning Without Thunder, Light Drizzle, Thunderstorm, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
194,"33.6367,-84.428101",07/14/2019,74.0,91.1,81.8,68.2,65.39,94.7,23.8,29.8,293.25,,0.0,4.17,0.0,9.9,66.7,1020.7,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
195,"33.6367,-84.428101",07/15/2019,74.9,92.9,84.4,66.2,56.67,96.5,12.7,19.7,215.46,,0.0,0.0,0.0,9.9,59.3,1019.6,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
196,"33.6367,-84.428101",07/16/2019,77.0,93.8,85.1,68.1,58.51,97.5,13.9,24.2,201.42,,0.0,0.0,0.0,9.9,43.3,1019.4,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
197,"33.6367,-84.428101",07/17/2019,75.8,92.9,81.0,70.1,71.03,97.2,13.8,46.9,258.0,,0.13,4.17,0.0,9.7,46.9,1018.6,"Lightning Without Thunder, Thunderstorm, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
198,"33.6367,-84.428101",07/18/2019,74.0,89.9,79.3,71.8,78.49,98.3,13.5,32.0,267.38,,0.07,16.67,0.0,9.9,57.0,1017.5,"Lightning Without Thunder, Thunderstorm, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
199,"33.6367,-84.428101",07/19/2019,74.0,88.1,77.9,71.9,82.32,96.9,8.0,31.1,273.54,,0.68,16.67,0.0,9.6,69.9,1017.9,"Mist, Thunderstorm, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
200,"33.6367,-84.428101",07/20/2019,71.9,89.1,78.6,70.5,77.41,94.8,12.7,24.2,216.67,,0.0,16.67,0.0,8.9,56.4,1017.2,"Lightning Without Thunder, Mist, Thunderstorm, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
201,"33.6367,-84.428101",07/21/2019,71.9,88.1,79.7,68.8,71.54,92.5,9.2,,224.38,,0.0,0.0,0.0,9.3,53.1,1017.0,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
202,"33.6367,-84.428101",07/22/2019,73.1,90.0,81.8,69.1,67.08,94.7,11.4,19.0,217.17,,0.0,0.0,0.0,9.9,50.8,1014.9,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
203,"33.6367,-84.428101",07/23/2019,74.0,82.1,77.9,68.0,72.5,85.6,17.2,27.8,267.46,,0.16,33.33,0.0,9.8,63.0,1012.1,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
204,"33.6367,-84.428101",07/24/2019,68.0,86.0,77.7,59.3,56.51,84.7,12.7,17.2,175.88,,0.0,0.0,0.0,9.9,45.7,1015.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
205,"33.6367,-84.428101",07/25/2019,66.8,86.0,77.4,56.5,49.99,84.5,13.8,17.2,109.09,,0.0,0.0,0.0,9.9,28.2,1019.1,Smoke Or Haze,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
206,"33.6367,-84.428101",07/26/2019,69.1,88.1,79.3,58.1,49.71,87.0,9.1,17.2,72.13,,0.0,0.0,0.0,9.9,35.4,1022.4,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
207,"33.6367,-84.428101",07/27/2019,70.0,87.2,79.8,60.9,53.92,87.2,9.1,,85.83,,0.0,0.0,0.0,9.9,42.9,1023.8,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
208,"33.6367,-84.428101",07/28/2019,70.0,88.1,80.5,61.3,53.65,87.8,8.0,,176.17,,0.0,0.0,0.0,9.9,61.1,1021.8,Smoke Or Haze,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
209,"33.6367,-84.428101",07/29/2019,74.9,87.2,80.9,63.6,56.39,88.6,11.4,,127.88,,0.01,8.33,0.0,9.9,51.6,1018.2,"Rain, Heavy Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
210,"33.6367,-84.428101",07/30/2019,73.1,90.0,80.0,65.0,61.98,92.5,17.1,31.1,142.75,,0.13,25.0,0.0,9.8,52.8,1016.9,"Lightning Without Thunder, Mist, Rain, Thunderstorm, Heavy Rain, Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
211,"33.6367,-84.428101",07/31/2019,73.1,91.1,80.1,67.3,67.23,93.2,10.2,16.1,205.75,,0.0,4.17,0.0,9.9,56.9,1017.6,"Lightning Without Thunder, Mist, Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
212,"33.6367,-84.428101",08/01/2019,73.1,92.9,80.3,66.9,65.54,95.8,13.8,,143.83,,0.23,16.67,0.0,9.3,51.5,1017.3,"Lightning Without Thunder, Mist, Thunderstorm, Rain, Heavy Rain, Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
213,"33.6367,-84.428101",08/02/2019,70.1,86.0,77.0,67.3,73.32,89.4,12.7,,85.5,,0.06,20.83,0.0,8.9,70.6,1016.6,"Lightning Without Thunder, Mist, Rain, Thunderstorm, Heavy Rain, Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
214,"33.6367,-84.428101",08/03/2019,71.0,88.1,78.6,68.2,72.13,91.7,10.2,,108.96,,0.06,4.17,0.0,9.9,60.6,1015.2,"Mist, Thunderstorm, Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
215,"33.6367,-84.428101",08/04/2019,71.9,87.1,79.2,68.2,70.22,90.1,11.3,,250.0,,0.09,20.83,0.0,9.9,55.4,1014.8,"Lightning Without Thunder, Mist, Rain, Heavy Rain, Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
216,"33.6367,-84.428101",08/05/2019,73.1,91.1,79.4,69.1,72.62,93.8,13.8,24.2,217.91,,0.01,4.17,0.0,9.9,62.0,1014.0,"Lightning Without Thunder, Mist, Thunderstorm, Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
217,"33.6367,-84.428101",08/06/2019,71.1,92.0,81.2,66.7,65.0,92.9,11.4,16.1,171.33,,0.0,0.0,0.0,8.7,44.6,1013.2,"Mist, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
218,"33.6367,-84.428101",08/07/2019,74.9,93.8,83.7,68.7,62.34,99.4,12.7,18.3,262.54,,0.0,0.0,0.0,9.9,53.6,1012.4,Smoke Or Haze,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
219,"33.6367,-84.428101",08/08/2019,74.9,92.9,83.5,67.6,60.52,96.3,15.0,21.9,302.38,,0.0,0.0,0.0,9.9,59.2,1012.9,Smoke Or Haze,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
220,"33.6367,-84.428101",08/09/2019,74.9,93.8,84.3,68.4,61.2,99.3,12.7,19.7,300.0,,0.0,0.0,0.0,9.9,52.0,1013.3,Smoke Or Haze,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
221,"33.6367,-84.428101",08/10/2019,78.2,95.0,85.7,71.0,62.83,100.8,12.7,25.3,289.58,,0.0,4.17,0.0,9.9,51.3,1012.8,"Lightning Without Thunder, Mist, Rain, Heavy Rain, Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
222,"33.6367,-84.428101",08/11/2019,77.0,93.8,85.3,71.6,65.29,100.9,11.4,18.3,124.38,,0.0,0.0,0.0,9.9,48.5,1013.8,"Mist, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
223,"33.6367,-84.428101",08/12/2019,78.1,93.8,85.9,71.5,63.51,101.1,9.1,,95.75,,0.0,0.0,0.0,9.9,49.3,1013.8,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
224,"33.6367,-84.428101",08/13/2019,78.2,98.9,87.3,72.6,63.72,106.6,10.2,24.2,214.25,,0.0,0.0,0.0,9.9,46.3,1012.1,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
225,"33.6367,-84.428101",08/14/2019,74.9,93.8,83.0,70.4,68.04,100.2,14.9,35.8,287.61,,0.13,16.67,0.0,9.9,59.8,1012.6,"Lightning Without Thunder, Mist, Thunderstorm, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
226,"33.6367,-84.428101",08/15/2019,74.9,95.0,84.4,65.2,56.03,97.1,14.9,21.9,327.54,,0.0,0.0,0.0,9.9,43.3,1013.4,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
227,"33.6367,-84.428101",08/16/2019,71.9,95.0,84.2,62.0,49.3,95.0,11.4,,312.63,,0.0,0.0,0.0,9.9,16.1,1014.0,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
228,"33.6367,-84.428101",08/17/2019,74.0,98.0,86.0,61.9,47.48,96.7,11.4,,201.04,,0.0,0.0,0.0,9.9,17.2,1014.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
229,"33.6367,-84.428101",08/18/2019,74.0,93.8,83.5,68.2,62.45,97.8,10.2,53.9,191.63,,0.16,4.17,0.0,9.9,34.5,1015.6,"Lightning Without Thunder, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
230,"33.6367,-84.428101",08/19/2019,74.1,92.9,82.0,70.4,69.88,99.1,22.8,34.4,88.13,,0.08,8.33,0.0,9.6,54.7,1017.0,"Lightning Without Thunder, Thunderstorm, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
231,"33.6367,-84.428101",08/20/2019,71.9,92.9,80.8,68.3,68.42,95.9,12.7,18.3,114.63,,0.0,0.0,0.0,9.5,53.7,1018.6,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
232,"33.6367,-84.428101",08/21/2019,71.9,92.9,82.1,68.3,65.59,96.5,9.2,17.2,239.7,,0.0,0.0,0.0,9.1,46.9,1018.2,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
233,"33.6367,-84.428101",08/22/2019,74.9,92.9,84.0,67.2,59.11,95.4,10.3,17.2,236.79,,0.0,0.0,0.0,9.9,37.3,1016.7,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
234,"33.6367,-84.428101",08/23/2019,75.8,92.9,82.6,69.0,64.74,96.5,11.3,20.1,236.5,,0.0,8.33,0.0,9.9,60.1,1015.9,"Lightning Without Thunder, Thunderstorm, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
235,"33.6367,-84.428101",08/24/2019,73.1,92.9,80.4,70.1,72.58,97.3,18.3,27.7,120.42,,0.13,8.33,0.0,9.3,57.4,1016.1,"Lightning Without Thunder, Mist, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
236,"33.6367,-84.428101",08/25/2019,66.8,77.0,71.8,63.8,76.58,,17.1,23.0,91.67,,0.0,8.33,0.0,9.8,96.0,1017.8,"Mist, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Overcast,ATL
237,"33.6367,-84.428101",08/26/2019,69.2,80.0,73.0,65.4,77.63,81.9,14.9,21.9,102.17,,0.57,45.83,0.0,9.0,81.2,1016.4,"Mist, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
238,"33.6367,-84.428101",08/27/2019,71.9,85.9,76.4,70.8,83.34,91.4,10.2,,153.88,,0.47,41.67,0.0,8.5,76.8,1014.1,"Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
239,"33.6367,-84.428101",08/28/2019,71.9,89.9,79.6,65.7,65.77,92.1,16.1,20.8,286.92,,0.0,0.0,0.0,9.1,49.5,1014.4,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
240,"33.6367,-84.428101",08/29/2019,65.9,89.0,78.6,55.6,48.36,86.7,11.3,,235.08,,0.0,0.0,0.0,9.9,4.6,1017.0,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
241,"33.6367,-84.428101",08/30/2019,66.8,88.1,78.6,57.1,49.45,87.0,15.0,18.3,75.0,,0.0,0.0,0.0,9.9,14.9,1018.6,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
242,"33.6367,-84.428101",08/31/2019,70.0,89.9,79.7,62.4,56.55,91.4,17.1,24.2,72.88,,0.0,0.0,0.0,9.9,42.3,1019.4,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
243,"33.6367,-84.428101",09/01/2019,71.9,87.2,79.5,66.9,66.6,90.7,11.4,,71.92,,0.0,0.0,0.0,9.9,62.6,1019.1,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
244,"33.6367,-84.428101",09/02/2019,71.9,92.0,81.6,63.7,56.87,93.1,12.7,19.7,59.13,,0.0,0.0,0.0,9.9,20.0,1016.9,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
245,"33.6367,-84.428101",09/03/2019,73.1,93.8,83.7,63.8,53.07,94.1,12.7,,74.74,,0.0,0.0,0.0,9.9,13.5,1015.0,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
246,"33.6367,-84.428101",09/04/2019,76.9,96.2,85.9,64.4,50.54,97.3,13.8,29.8,136.17,,0.0,0.0,0.0,9.9,27.1,1014.2,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
247,"33.6367,-84.428101",09/05/2019,75.8,93.8,83.7,62.3,50.82,93.7,19.6,27.3,311.58,,0.0,0.0,0.0,9.7,45.1,1011.9,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
248,"33.6367,-84.428101",09/06/2019,69.1,93.8,80.7,57.8,49.1,89.7,15.0,25.2,315.42,,0.0,0.0,0.0,9.9,0.0,1012.3,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
249,"33.6367,-84.428101",09/07/2019,73.1,96.2,83.7,65.0,54.64,99.8,13.8,20.8,317.88,,0.0,0.0,0.0,9.9,18.9,1013.4,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
250,"33.6367,-84.428101",09/08/2019,71.9,96.2,84.6,59.2,43.79,96.7,10.3,,213.09,,0.0,0.0,0.0,9.9,20.6,1015.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
251,"33.6367,-84.428101",09/09/2019,76.9,98.0,86.9,61.0,43.88,97.9,6.9,,95.96,,0.0,0.0,0.0,9.9,24.5,1018.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
252,"33.6367,-84.428101",09/10/2019,75.8,96.2,83.4,66.8,59.09,99.7,12.8,45.9,107.3,,0.01,12.5,0.0,9.7,45.0,1022.4,"Lightning Without Thunder, Rain, Thunderstorm, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
253,"33.6367,-84.428101",09/11/2019,74.0,93.8,83.8,65.0,55.4,97.3,8.0,,136.54,,0.0,0.0,0.0,9.8,33.3,1022.6,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
