,address,datetime,mint,maxt,temp,dew,humidity,heatindex,wspd,wgust,wdir,windchill,precip,precipcover,snowdepth,visibility,cloudcover,sealevelpressure,weathertype,latitude,longitude,resolvedAddress,name,info,conditions,airportName
23,"33.6367,-84.428101",01/24/2020,41.0,57.8,46.9,41.1,81.34,,14.9,,169.63,33.1,0.79,58.33,0.0,5.1,76.7,1015.6,"Mist, Light Drizzle, Rain, Fog, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
24,"33.6367,-84.428101",01/25/2020,37.1,44.9,40.7,31.6,70.19,,19.6,24.1,292.42,29.5,0.0,0.0,0.0,9.9,64.4,1018.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
25,"33.6367,-84.428101",01/26/2020,33.2,50.0,42.5,31.4,65.76,,11.4,,264.96,25.6,0.0,0.0,0.0,9.9,74.9,1018.8,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
26,"33.6367,-84.428101",01/27/2020,43.0,52.1,47.7,39.6,73.62,,14.9,,252.29,38.9,0.0,4.17,0.0,9.9,67.4,1014.6,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
27,"33.6367,-84.428101",01/28/2020,37.1,57.8,47.1,33.4,62.9,,13.8,20.8,290.0,31.7,0.0,0.0,0.0,9.9,20.2,1016.5,"Mist, Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
28,"33.6367,-84.428101",01/29/2020,42.1,52.1,47.2,33.1,58.06,,11.4,,48.71,40.6,0.0,0.0,0.0,9.9,75.9,1016.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Overcast,ATL
29,"33.6367,-84.428101",01/30/2020,39.8,59.0,48.2,36.2,63.9,,10.3,18.3,84.29,34.3,0.0,0.0,0.0,9.9,28.3,1019.6,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
30,"33.6367,-84.428101",01/31/2020,39.8,44.9,41.9,36.8,82.13,,14.9,20.8,77.92,33.2,0.08,16.67,0.0,6.9,87.1,1021.1,"Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
31,"33.6367,-84.428101",02/01/2020,39.8,50.0,44.4,37.9,78.3,,13.8,,224.08,35.7,0.0,4.17,0.0,7.8,81.4,1017.0,"Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Overcast,ATL
32,"33.6367,-84.428101",02/02/2020,35.9,65.9,50.2,32.2,54.22,,13.9,24.1,258.79,31.1,0.0,0.0,0.0,9.9,23.4,1017.1,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
33,"33.6367,-84.428101",02/03/2020,43.0,75.8,59.3,36.2,45.59,,16.1,23.0,213.46,40.6,0.0,0.0,0.0,9.9,46.5,1017.8,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
34,"33.6367,-84.428101",02/04/2020,56.9,68.0,61.8,51.4,69.35,,12.7,21.9,221.67,,0.0,0.0,0.0,9.9,72.6,1016.7,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
35,"33.6367,-84.428101",02/05/2020,61.1,66.8,63.7,59.2,85.41,,17.2,24.2,193.83,,0.36,45.83,0.0,7.7,88.2,1011.4,"Mist, Thunderstorm, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
36,"33.6367,-84.428101",02/06/2020,52.1,71.9,62.8,59.5,89.11,,26.3,42.5,212.08,,2.5,91.67,0.0,5.4,78.8,998.1,"Lightning Without Thunder, Mist, Thunderstorm, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
37,"33.6367,-84.428101",02/07/2020,35.9,51.2,40.4,29.0,64.31,,21.9,36.1,257.58,28.3,0.0,12.5,0.0,9.8,64.5,1009.4,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
38,"33.6367,-84.428101",02/08/2020,30.8,44.9,37.1,31.7,80.95,,8.0,,135.71,28.9,0.11,16.67,0.0,6.8,58.1,1024.9,"Mist, Light Snow, Fog, Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
39,"33.6367,-84.428101",02/09/2020,34.1,56.0,43.0,34.9,75.81,,11.4,17.2,113.63,29.3,0.0,0.0,0.0,5.3,66.1,1030.4,"Mist, Fog",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
40,"33.6367,-84.428101",02/10/2020,38.9,53.9,46.4,42.2,85.26,,10.3,,93.63,32.7,1.44,50.0,0.0,7.0,70.7,1023.9,"Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
41,"33.6367,-84.428101",02/11/2020,53.9,70.1,63.1,59.3,87.84,,20.7,32.9,218.21,,0.38,70.83,0.0,6.6,79.4,1016.9,"Mist, Rain, Fog, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
42,"33.6367,-84.428101",02/12/2020,52.1,72.0,62.2,56.8,83.05,,14.9,26.4,207.25,,0.0,0.0,0.0,7.7,81.7,1015.9,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Overcast,ATL
43,"33.6367,-84.428101",02/13/2020,43.1,70.1,59.3,51.6,75.98,,24.5,42.5,273.88,35.8,0.85,37.5,0.0,8.5,81.5,1013.2,"Mist, Light Drizzle, Thunderstorm, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
44,"33.6367,-84.428101",02/14/2020,35.0,52.1,42.6,24.5,51.23,,17.2,24.2,330.83,25.9,0.0,0.0,0.0,9.9,29.6,1026.7,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
45,"33.6367,-84.428101",02/15/2020,33.1,55.1,43.2,24.4,48.02,,16.0,19.7,122.71,24.6,0.0,0.0,0.0,9.9,36.3,1029.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
46,"33.6367,-84.428101",02/16/2020,42.2,47.0,44.8,39.0,80.38,,10.2,,83.42,37.4,0.29,20.83,0.0,5.4,87.5,1022.7,"Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
47,"33.6367,-84.428101",02/17/2020,44.4,53.0,48.3,45.2,89.04,,9.2,,101.79,41.1,0.0,0.0,0.0,2.4,84.6,1020.2,"Mist, Light Drizzle, Fog",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Overcast,ATL
48,"33.6367,-84.428101",02/18/2020,51.2,62.0,56.8,54.3,91.56,,10.2,,139.04,,2.09,79.17,0.0,1.2,82.6,1019.9,"Mist, Light Drizzle, Rain, Fog, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
49,"33.6367,-84.428101",02/19/2020,50.0,60.1,53.1,48.7,85.26,,14.9,25.3,237.08,44.7,0.14,29.17,0.0,6.0,90.5,1023.7,"Mist, Light Drizzle, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
50,"33.6367,-84.428101",02/20/2020,38.9,50.0,42.7,38.5,84.82,,19.6,28.0,58.29,29.2,0.94,70.83,0.0,6.2,87.1,1025.2,"Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
51,"33.6367,-84.428101",02/21/2020,34.1,47.9,40.1,28.9,65.98,,12.7,,296.25,25.6,0.01,4.17,0.0,9.2,51.5,1030.5,"Mist, Light Drizzle, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
52,"33.6367,-84.428101",02/22/2020,30.8,55.1,42.4,25.0,52.45,,5.8,,173.08,25.0,0.0,0.0,0.0,9.9,25.2,1030.4,"Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
53,"33.6367,-84.428101",02/23/2020,37.1,56.0,47.9,26.9,45.64,,8.0,,160.0,34.7,0.0,0.0,0.0,9.9,69.4,1024.6,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
54,"33.6367,-84.428101",02/24/2020,45.0,51.1,47.5,40.9,79.0,,11.4,18.3,106.63,39.7,1.1,79.17,0.0,5.2,87.9,1016.3,"Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
55,"33.6367,-84.428101",02/25/2020,48.8,68.0,56.6,49.7,79.31,,9.1,,191.29,45.8,0.03,25.0,0.0,5.2,75.9,1010.2,"Mist, Fog, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
56,"33.6367,-84.428101",02/26/2020,39.8,54.0,48.8,40.6,73.91,,21.9,36.5,272.13,30.7,0.0,12.5,0.0,9.9,67.5,1013.2,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
57,"33.6367,-84.428101",02/27/2020,34.1,47.9,40.2,21.9,48.83,,22.9,32.1,303.33,23.2,0.0,0.0,0.0,9.9,31.4,1021.4,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
58,"33.6367,-84.428101",02/28/2020,32.0,53.0,42.7,25.5,51.41,,21.8,35.7,270.83,27.3,0.0,0.0,0.0,9.9,45.0,1021.1,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
59,"33.6367,-84.428101",02/29/2020,35.9,55.1,45.3,25.1,48.14,,25.2,34.6,296.21,29.6,0.0,0.0,0.0,9.9,17.6,1022.8,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
60,"33.6367,-84.428101",03/01/2020,35.0,64.1,50.0,27.9,44.53,,10.3,,137.88,35.7,0.0,0.0,0.0,9.9,56.3,1024.1,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
61,"33.6367,-84.428101",03/02/2020,47.0,55.1,52.2,43.2,73.34,,11.4,,157.33,43.6,0.94,54.17,0.0,6.5,75.1,1017.6,"Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
62,"33.6367,-84.428101",03/03/2020,56.0,69.2,63.5,59.3,86.42,,18.3,27.7,217.88,,0.46,25.0,0.0,7.5,78.5,1011.0,"Lightning Without Thunder, Mist, Thunderstorm, Rain, Fog, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
63,"33.6367,-84.428101",03/04/2020,53.9,62.0,56.7,52.0,84.6,,11.3,,250.13,,0.91,100.0,0.0,6.7,78.9,1015.4,"Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
64,"33.6367,-84.428101",03/05/2020,50.0,53.0,51.3,47.1,85.76,,18.3,25.3,87.42,43.9,1.64,70.83,0.0,5.7,90.3,1016.5,"Lightning Without Thunder, Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
65,"33.6367,-84.428101",03/06/2020,43.1,56.9,49.6,33.0,57.12,,23.0,34.8,311.67,36.1,0.0,0.0,0.0,9.9,23.2,1021.3,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
66,"33.6367,-84.428101",03/07/2020,33.2,59.0,45.6,25.4,46.8,,14.9,23.0,252.92,25.0,0.0,0.0,0.0,9.9,15.8,1030.1,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
67,"33.6367,-84.428101",03/08/2020,39.8,62.0,50.5,28.0,43.85,,13.8,18.3,109.79,35.6,0.0,0.0,0.0,9.9,55.6,1033.9,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
68,"33.6367,-84.428101",03/09/2020,43.0,66.8,56.3,39.5,53.99,,12.7,20.8,146.79,38.8,0.0,0.0,0.0,9.9,59.8,1032.4,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
69,"33.6367,-84.428101",03/10/2020,55.1,65.0,59.3,50.8,73.97,,13.9,20.8,198.88,,0.06,25.0,0.0,9.5,72.2,1026.4,"Mist, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
70,"33.6367,-84.428101",03/11/2020,55.1,71.9,61.8,55.9,81.9,,13.7,37.8,248.42,,0.23,16.67,0.0,8.5,74.3,1019.7,"Mist, Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
71,"33.6367,-84.428101",03/12/2020,60.1,75.8,66.3,58.2,76.72,,12.7,18.3,164.5,,0.04,20.83,0.0,6.9,77.9,1015.4,"Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
72,"33.6367,-84.428101",03/13/2020,62.9,71.0,67.0,58.4,74.13,,13.8,23.0,255.79,,0.0,4.17,0.0,9.9,75.4,1019.2,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Overcast,ATL
73,"33.6367,-84.428101",03/14/2020,56.9,80.0,67.2,52.9,61.01,80.5,12.0,,186.96,,0.0,0.0,0.0,9.9,65.0,1023.9,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
74,"33.6367,-84.428101",03/15/2020,57.8,69.2,61.7,53.1,73.75,,13.8,18.3,271.67,,0.04,16.67,0.0,9.9,71.1,1024.7,"Mist, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
75,"33.6367,-84.428101",03/16/2020,53.0,57.8,55.3,50.4,83.69,,16.0,16.1,120.42,,0.0,0.0,0.0,8.1,95.5,1025.7,"Mist, Light Drizzle, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Overcast,ATL
76,"33.6367,-84.428101",03/17/2020,51.2,68.0,57.8,52.7,83.72,,9.1,,117.38,,0.0,0.0,0.0,4.9,78.6,1023.9,"Mist, Light Drizzle, Fog, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Overcast,ATL
77,"33.6367,-84.428101",03/18/2020,56.9,77.0,65.3,58.4,79.5,,9.1,,112.63,,0.0,0.0,0.0,7.5,62.2,1023.9,"Mist, Fog, Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
78,"33.6367,-84.428101",03/19/2020,59.0,80.0,68.5,59.2,74.65,80.9,15.0,23.0,160.63,,0.0,0.0,0.0,5.7,61.3,1023.6,"Mist, Fog",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
79,"33.6367,-84.428101",03/20/2020,63.0,82.1,71.3,58.3,64.95,82.3,17.2,33.2,242.38,,0.0,0.0,0.0,9.9,65.1,1022.9,"Squalls, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
80,"33.6367,-84.428101",03/21/2020,55.1,73.1,64.3,55.3,73.75,,16.1,19.7,305.88,,0.11,33.33,0.0,9.5,71.7,1024.1,"Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
81,"33.6367,-84.428101",03/22/2020,47.0,62.9,55.2,48.3,77.84,,13.8,21.9,142.88,43.4,0.03,8.33,0.0,9.2,88.5,1024.9,"Mist, Light Drizzle, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
82,"33.6367,-84.428101",03/23/2020,52.1,62.9,56.0,53.5,91.31,,13.8,,133.58,,1.46,66.67,0.0,2.1,94.4,1021.7,"Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
83,"33.6367,-84.428101",03/24/2020,60.1,76.9,66.8,60.2,81.06,,17.2,28.8,121.63,,0.55,16.67,0.0,5.2,74.0,1014.6,"Lightning Without Thunder, Mist, Fog, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
84,"33.6367,-84.428101",03/25/2020,60.1,73.1,66.3,55.3,69.37,,14.9,23.0,312.08,,0.38,12.5,0.0,9.5,42.0,1011.3,"Lightning Without Thunder, Mist, Rain, Thunderstorm, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
85,"33.6367,-84.428101",03/26/2020,53.0,79.1,65.2,51.0,62.47,,10.2,16.1,150.33,,0.0,4.17,0.0,9.9,42.8,1015.3,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
86,"33.6367,-84.428101",03/27/2020,61.0,84.8,72.1,56.8,60.76,83.9,14.9,19.7,208.25,,0.0,0.0,0.0,9.7,57.5,1013.6,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
87,"33.6367,-84.428101",03/28/2020,66.3,83.9,74.3,61.1,65.12,83.7,17.1,27.7,213.88,,0.0,0.0,0.0,9.9,77.8,1014.3,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Overcast,ATL
88,"33.6367,-84.428101",03/29/2020,66.8,78.1,72.3,53.6,55.63,,20.7,25.2,249.17,,0.0,4.17,0.0,9.7,70.1,1017.1,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
89,"33.6367,-84.428101",03/30/2020,60.2,74.0,66.6,39.0,37.24,,13.8,23.0,302.5,,0.0,0.0,0.0,9.9,66.1,1019.2,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
90,"33.6367,-84.428101",03/31/2020,50.0,64.1,57.5,44.1,62.91,,22.9,45.8,235.83,44.2,0.34,16.67,0.0,9.6,76.8,1008.2,"Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
91,"33.6367,-84.428101",04/01/2020,42.2,60.2,51.0,35.1,55.35,,21.8,33.8,331.25,36.9,0.0,0.0,0.0,9.9,45.7,1013.4,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
92,"33.6367,-84.428101",04/02/2020,41.0,69.1,54.6,36.1,52.62,,11.4,,287.67,37.1,0.0,0.0,0.0,9.9,32.6,1017.7,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
93,"33.6367,-84.428101",04/03/2020,47.9,78.1,62.9,36.6,40.71,,10.3,18.3,275.33,44.7,0.0,0.0,0.0,9.9,45.3,1015.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
94,"33.6367,-84.428101",04/04/2020,56.0,75.8,66.5,41.1,40.98,,11.4,,180.79,,0.0,0.0,0.0,9.9,66.5,1014.2,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
95,"33.6367,-84.428101",04/05/2020,60.1,79.1,68.2,47.6,48.7,,6.9,,97.83,,0.0,0.0,0.0,9.9,66.2,1015.9,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
